Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.9628203766520069e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.376362611494094e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,3.583986791978657e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,7.85984110561824e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.3588041590706322e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.591950305043389e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4550695511545331e9
NENGREST,Liion_Moderate,1,1,1.0869921104204354e9
NENGREST,TEGS,1,1,1.716685418625567e8
