Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-56.959754182064515
t2,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-56.959754182064515
t3,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-15.437548233017715
t4,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-28.500089045571162
t5,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-52.615549007208294
t6,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-52.615549007208294
t7,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.740944109024355,-56.959754182064515
t8,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-2.012010511247783
t9,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-3.7144809438420605
t10,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-6.857503280939188
t11,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-6.857503280939188
t12,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-6.857503280939188
t13,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-2.012010511247783
t14,0.0,0.0,-64.94244415732548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37926983492369,-3.7144809438420605
