Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,2.212955000015993e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.742405645447408e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,7.739210141133545e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,6.995778883415481e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.330368310825771e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,1.1766742602286845e8
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.304639108528429e9
NENGREST,Liion_Moderate,1,1,1.0617109436487019e9
NENGREST,TEGS,1,1,8.602902745910858e7
