Zone,1,Total
CO2_Price_1,-369.2551506008192,0.0
AnnualSum,1611.3711220129574,1611.3711220129574
t1,0.0,0.0
t2,0.0,0.0
t3,0.0,0.0
t4,0.0,0.0
t5,0.0,0.0
t6,0.0,0.0
t7,0.0,0.0
t8,0.0,0.0
t9,0.0,0.0
t10,0.0,0.0
t11,0.0,0.0
t12,0.0,0.0
t13,0.0,0.0
t14,0.0,0.0
t15,0.0,0.0
t16,0.0,0.0
t17,0.0,0.0
t18,0.0,0.0
t19,0.0,0.0
t20,0.0,0.0
t21,0.0,0.0
t22,0.0,0.0
t23,0.0,0.0
t24,0.0,0.0
t25,0.0,0.0
t26,0.0,0.0
t27,0.0,0.0
t28,0.0,0.0
t29,0.0,0.0
t30,0.0,0.0
t31,0.0,0.0
t32,0.0,0.0
t33,0.0,0.0
t34,0.0,0.0
t35,0.0,0.0
t36,0.0,0.0
t37,0.0,0.0
t38,0.0,0.0
t39,0.0,0.0
t40,0.0,0.0
t41,0.0,0.0
t42,0.0,0.0
t43,0.0,0.0
t44,0.07531338521926265,0.07531338521926265
t45,0.2797391377171052,0.2797391377171052
t46,0.319415238277879,0.319415238277879
t47,0.319415238277879,0.319415238277879
t48,0.319415238277879,0.319415238277879
t49,0.319415238277879,0.319415238277879
t50,0.319415238277879,0.319415238277879
t51,0.319415238277879,0.319415238277879
t52,0.319415238277879,0.319415238277879
t53,0.319415238277879,0.319415238277879
t54,0.319415238277879,0.319415238277879
t55,0.319415238277879,0.319415238277879
t56,0.319415238277879,0.319415238277879
t57,0.319415238277879,0.319415238277879
t58,0.20442575249784256,0.20442575249784256
t59,0.0,0.0
t60,0.0,0.0
t61,0.0,0.0
t62,0.0,0.0
t63,0.0,0.0
t64,0.0,0.0
t65,0.0,0.0
t66,0.0,0.0
t67,0.0,0.0
t68,0.0,0.0
t69,0.0,0.0
t70,0.0,0.0
t71,0.0,0.0
t72,0.0,0.0
t73,0.0,0.0
t74,0.0,0.0
t75,0.0,0.0
t76,0.0,0.0
t77,0.0,0.0
t78,0.0,0.0
t79,0.0,0.0
t80,0.0,0.0
t81,0.0,0.0
t82,0.0,0.0
t83,0.0,0.0
t84,0.0,0.0
t85,0.0,0.0
t86,0.0,0.0
t87,0.0,0.0
t88,0.0,0.0
t89,0.0,0.0
t90,0.0,0.0
t91,0.0,0.0
t92,0.0,0.0
t93,0.028689662793002325,0.028689662793002325
t94,0.044827598114066135,0.044827598114066135
t95,0.044827598114066135,0.044827598114066135
t96,0.044827598114066135,0.044827598114066135
t97,0.044827598114066135,0.044827598114066135
t98,0.044827598114066135,0.044827598114066135
t99,0.044827598114066135,0.044827598114066135
t100,0.044827598114066135,0.044827598114066135
t101,0.044827598114066135,0.044827598114066135
t102,0.044827598114066135,0.044827598114066135
t103,0.044827598114066135,0.044827598114066135
t104,0.044827598114066135,0.044827598114066135
t105,0.044827598114066135,0.044827598114066135
t106,0.028689662793002325,0.028689662793002325
t107,0.0,0.0
t108,0.0,0.0
t109,0.0,0.0
t110,0.0,0.0
t111,0.0,0.0
t112,0.0,0.0
t113,0.0,0.0
t114,0.0,0.0
t115,0.0,0.0
t116,0.0,0.0
t117,0.0,0.0
t118,0.0,0.0
t119,0.0,0.0
t120,0.0,0.0
t121,0.0,0.0
t122,0.0,0.0
t123,0.0,0.0
t124,0.0,0.0
t125,0.0,0.0
t126,0.0,0.0
t127,0.0,0.0
t128,0.0,0.0
t129,0.0,0.0
t130,0.0,0.0
t131,0.0,0.0
t132,0.0,0.0
t133,0.0,0.0
t134,0.0,0.0
t135,0.0,0.0
t136,0.0,0.0
t137,0.0,0.0
t138,0.0,0.0
t139,0.0,0.0
