Region,Resource,Zone,Cluster,AnnualSum
NENGREST,NENGREST_biomass_1,1,1,1.9628203766520045e9
NENGREST,NENGREST_conventional_hydroelectric_1,1,1,0.0
NENGREST,NENGREST_hydroelectric_pumped_storage_1,1,1,0.0
NENGREST,NaturalGas_CCAvgCF_Moderate,1,1,4.376362669474448e7
NENGREST,NaturalGas_CTAvgCF_Moderate,1,1,3.583986834176812e7
NENGREST,NaturalGas_CCCCSAvgCF_Moderate,1,1,7.859841133533846e8
NENGREST,NaturalGas_CCS100_Moderate,1,1,1.3588041590706463e9
NENGREST,NENGREST_nuclear_1,1,1,0.0
NENGREST,OffShoreWind_Class3_Moderate_fixed_1,1,1,0.0
NENGREST,LandbasedWind_Class3_Moderate_130,1,1,7.591950305043352e7
NENGREST,UtilityPV_Class1_Moderate_100_0.2,1,1,1.4550695511545377e9
NENGREST,Liion_Moderate,1,1,1.0869936253123913e9
NENGREST,TEGS,1,1,1.7166963755712077e8
