Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.735431935988154e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.420776998946159e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.240908616818537e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.420115973107552e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.8343780916213775e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,5.999192718966914e9
ERC_REST,Liion_Moderate,1,1,3.5831296698893385e9
ERC_REST,TEGS,1,1,1.885103235887625e7
