Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-20.07948
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-40.15896
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-10.179030303030302
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-20.358060606060604
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-40.71612121212121
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-20.07948
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-20.358060606060604
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.814086956521734,-40.71612121212121
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.542929292929293
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-5.085858585858586
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.4425
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-4.885
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-1.2714646464646464
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.542929292929293
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-5.085858585858586
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.4425
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.960740322128852
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-5.921480644257704
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.648569141579832,-11.842961288515408
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.5820975417367,-23.685922577030816
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.5820975417367,-23.685922577030816
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.5820975417367,-47.37184515406163
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.5820975417367,-12.00046594799536
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.5820975417367,-24.00093189599072
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-48.00186379198144
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-23.685922577030812
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-47.371845154061624
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-12.00046594799536
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-24.00093189599072
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-48.00186379198144
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-23.685922577030812
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-24.00093189599072
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.582097541736694,-48.00186379198144
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.542929292929293
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-5.085858585858586
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.4425
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-4.885
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-1.2714646464646464
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-2.542929292929293
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-5.085858585858586
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826086956521,-3.698240317399268
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.959256335272337,-7.396480634798536
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.335429124349014,-14.792961269597074
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.585922539194147
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.171845078388294
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.585922539194147
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.171845078388294
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-14.980263908683913
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.960527817367826
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.92105563473565
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.585922539194147
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.171845078388294
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-14.980263908683913
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.960527817367826
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.92105563473565
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-29.585922539194147
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.438097472117235,-59.171845078388294
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-1.2714646464646464
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-2.542929292929293
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-5.085858585858586
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-2.4425
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-4.885
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-1.2714646464646464
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-2.542929292929293
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728260869565215,-5.085858585858586
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.660550930758083,-7.464373002589025
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.064628853398116,-14.92874600517805
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.93778529905522,-29.857492010356097
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.93778529905522,-59.714984020712194
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.93778529905522,-60.469680829002215
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.93778529905522,-29.857492010356097
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.93778529905522,-59.714984020712194
